wheat,maturation,23.5,54.0,6.8,42.5,118.0,10,1
rice,vegetative,24.5,58.0,6.7,39.0,111.0,8,0
corn,maturation,20.5,47.0,6.3,49.0,76.0,17,1
wheat,flowering,22.5,52.0,6.5,44.0,110.0,5,0
rice,maturation,26.5,62.0,6.9,36.0,130.0,8,1
corn,vegetative,18.5,42.0,6.0,53.0,77.0,20,0
wheat,maturation,25.0,55.0,6.7,41.0,99.0,12,1
rice,flowering,25.0,60.0,6.8,37.0,107.0,2,0
corn,maturation,21.0,48.0,6.4,47.0,75.0,15,1
wheat,vegetative,21.5,50.0,6.6,46.0,105.0,15,0
rice,maturation,27.0,64.0,6.5,33.0,133.0,6,1
corn,flowering,19.0,45.0,6.1,50.0,79.0,26,0
wheat,maturation,23.0,53.0,6.8,41.5,119.0,11,1
rice,vegetative,24.0,57.0,6.7,38.0,110.0,7,0
corn,maturation,20.0,46.0,6.3,48.0,74.0,18,1
wheat,flowering,22.0,51.0,6.5,43.0,111.0,4,0
rice,maturation,26.0,61.0,6.9,35.0,131.0,9,1
corn,vegetative,18.0,41.0,6.0,52.0,76.0,19,0
wheat,maturation,24.5,54.0,6.7,40.0,98.0,13,1
rice,flowering,24.5,59.0,6.8,36.0,106.0,1,0
corn,maturation,20.5,47.0,6.4,46.0,73.0,16,1
wheat,vegetative,21.0,49.0,6.6,45.0,106.0,14,0
rice,maturation,26.5,63.0,6.4,32.0,134.0,7,1
corn,flowering,18.5,44.0,6.1,49.0,78.0,27,0
wheat,maturation,22.5,52.0,6.8,40.5,120.0,12,1
rice,vegetative,23.5,56.0,6.7,37.0,109.0,6,0
corn,maturation,19.5,45.0,6.3,47.0,72.0,19,1
wheat,flowering,21.5,50.0,6.5,42.0,112.0,3,0
rice,maturation,25.5,60.0,6.9,34.0,132.0,10,1
corn,vegetative,17.5,40.0,6.0,51.0,75.0,18,0
wheat,maturation,24.0,53.0,6.7,39.0,97.0,14,1
rice,flowering,24.0,58.0,6.8,35.0,105.0,0,0
corn,maturation,20.0,46.0,6.4,45.0,71.0,17,1
wheat,vegetative,20.5,48.0,6.6,44.0,107.0,13,0
rice,maturation,26.0,62.0,6.3,31.0,135.0,8,1
corn,flowering,18.0,43.0,6.1,48.0,77.0,28,0
wheat,maturation,22.0,51.0,6.8,39.5,121.0,13,1
rice,vegetative,23.0,55.0,6.7,36.0,108.0,5,0
corn,maturation,19.0,44.0,6.3,46.0,70.0,20,1
wheat,flowering,21.0,49.0,6.5,41.0,113.0,2,0
rice,maturation,25.0,59.0,6.9,33.0,133.0,11,1
corn,vegetative,17.0,39.0,6.0,50.0,74.0,17,0
wheat,maturation,23.5,52.0,6.7,38.0,96.0,15,1
rice,flowering,23.5,57.0,6.8,34.0,104.0,-1,0
corn,maturation,19.5,45.0,6.4,44.0,69.0,18,1
wheat,vegetative,20.0,47.0,6.6,43.0,108.0,12,0
rice,maturation,25.5,61.0,6.2,30.0,136.0,9,1
corn,flowering,17.5,42.0,6.1,47.0,76.0,29,0
wheat,maturation,21.5,50.0,6.8,38.5,122.0,14,1
rice,vegetative,22.5,54.0,6.7,35.0,107.0,4,0
corn,maturation,18.5,43.0,6.3,45.0,68.0,21,1
wheat,flowering,20.5,48.0,6.5,40.0,114.0,1,0
rice,maturation,24.5,58.0,6.9,32.0,134.0,12,1
corn,vegetative,16.5,38.0,6.0,49.0,73.0,16,0
wheat,maturation,23.0,51.0,6.7,37.0,95.0,16,1
rice,flowering,23.0,56.0,6.8,33.0,103.0,-2,0
corn,maturation,19.0,44.0,6.4,43.0,67.0,19,1
wheat,vegetative,19.5,46.0,6.6,42.0,109.0,11,0
rice,maturation,25.0,60.0,6.1,29.0,137.0,10,1
corn,flowering,17.0,41.0,6.1,46.0,75.0,30,0
wheat,maturation,21.0,49.0,6.8,37.5,123.0,15,1
rice,vegetative,22.0,53.0,6.7,34.0,106.0,3,0
corn,maturation,18.0,42.0,6.3,44.0,66.0,22,1
wheat,flowering,20.0,47.0,6.5,39.0,115.0,0,0
rice,maturation,24.0,57.0,6.9,31.0,135.0,13,1
corn,vegetative,16.0,37.0,6.0,48.0,72.0,15,0
wheat,maturation,22.5,50.0,6.7,36.0,94.0,17,1
rice,flowering,22.5,55.0,6.8,32.0,102.0,-3,0
corn,maturation,18.5,43.0,6.4,42.0,65.0,20,1
wheat,vegetative,19.0,45.0,6.6,41.0,110.0,10,0
rice,maturation,24.5,59.0,6.0,28.0,138.0,11,1
corn,flowering,16.5,40.0,6.1,45.0,74.0,31,0
wheat,maturation,20.5,48.0,6.8,36.5,124.0,16,1
rice,vegetative,21.5,52.0,6.7,33.0,105.0,2,0
corn,maturation,17.5,41.0,6.3,43.0,64.0,23,1
wheat,flowering,19.5,46.0,6.5,38.0,116.0,-1,0
rice,maturation,23.5,56.0,6.9,30.0,136.0,14,1
corn,vegetative,15.5,36.0,6.0,47.0,71.0,14,0
wheat,maturation,22.0,49.0,6.7,35.0,93.0,18,1
rice,flowering,22.0,54.0,6.8,31.0,101.0,-4,0
corn,maturation,18.0,42.0,6.4,41.0,63.0,21,1
wheat,vegetative,18.5,44.0,6.6,40.0,111.0,9,0
rice,maturation,24.0,58.0,5.9,27.0,139.0,12,1
corn,flowering,16.0,39.0,6.1,44.0,73.0,32,0
wheat,maturation,20.0,47.0,6.8,35.5,125.0,17,1
rice,vegetative,21.0,51.0,6.7,32.0,104.0,1,0
corn,maturation,17.0,40.0,6.3,42.0,62.0,24,1
wheat,flowering,19.0,45.0,6.5,37.0,117.0,-2,0
rice,maturation,23.0,55.0,6.9,29.0,137.0,15,1
corn,vegetative,15.0,35.0,6.0,46.0,70.0,13,0
wheat,maturation,21.5,48.0,6.7,34.0,92.0,19,1
rice,flowering,21.5,53.0,6.8,30.0,100.0,-5,0
corn,maturation,17.5,41.0,6.4,40.0,61.0,22,1
wheat,vegetative,18.0,43.0,6.6,39.0,112.0,8,0
rice,maturation,23.5,57.0,5.8,26.0,140.0,13,1
corn,flowering,15.5,38.0,6.1,43.0,72.0,33,0
wheat,maturation,19.5,46.0,6.8,34.5,126.0,18,1
rice,vegetative,20.5,50.0,6.7,31.0,103.0,0,0
corn,maturation,16.5,39.0,6.3,41.0,60.0,25,1
wheat,flowering,18.5,44.0,6.5,36.0,118.0,-3,0
rice,maturation,22.5,54.0,6.9,28.0,138.0,16,1
corn,vegetative,14.5,34.0,6.0,45.0,69.0,12,0
wheat,maturation,21.0,47.0,6.7,33.0,91.0,20,1
rice,flowering,21.0,52.0,6.8,29.0,99.0,-6,0
corn,maturation,17.0,40.0,6.4,39.0,59.0,23,1
wheat,vegetative,17.5,42.0,6.6,38.0,113.0,7,0
rice,maturation,23.0,56.0,5.7,25.0,141.0,14,1
corn,flowering,15.0,37.0,6.1,42.0,71.0,34,0
wheat,maturation,19.0,45.0,6.8,33.5,127.0,19,1
rice,vegetative,20.0,49.0,6.7,30.0,102.0,-1,0
corn,maturation,16.0,38.0,6.3,40.0,58.0,26,1
wheat,flowering,18.0,43.0,6.5,35.0,119.0,-4,0
rice,maturation,22.0,53.0,6.9,27.0,139.0,17,1
corn,vegetative,14.0,33.0,6.0,44.0,68.0,11,0
wheat,maturation,20.5,46.0,6.7,32.0,90.0,21,1
rice,flowering,20.5,51.0,6.8,28.0,98.0,-7,0
corn,maturation,16.5,39.0,6.4,38.0,57.0,24,1
wheat,vegetative,17.0,41.0,6.6,37.0,114.0,6,0
rice,maturation,22.5,55.0,5.6,24.0,142.0,15,1
corn,flowering,14.5,36.0,6.1,41.0,70.0,35,0
wheat,maturation,18.5,44.0,6.8,32.5,128.0,20,1
rice,vegetative,19.5,48.0,6.7,29.0,101.0,-2,0
corn,maturation,15.5,37.0,6.3,39.0,56.0,27,1
wheat,flowering,17.5,42.0,6.5,34.0,120.0,-5,0
rice,maturation,21.5,52.0,6.9,26.0,140.0,18,1
corn,vegetative,13.5,32.0,6.0,43.0,67.0,10,0
wheat,maturation,20.0,45.0,6.7,31.0,89.0,22,1
rice,flowering,20.0,50.0,6.8,27.0,97.0,-8,0
corn,maturation,16.0,38.0,6.4,37.0,55.0,25,1
wheat,vegetative,16.5,40.0,6.6,36.0,115.0,5,0
rice,maturation,22.0,54.0,5.5,23.0,143.0,16,1
corn,flowering,14.0,35.0,6.1,40.0,69.0,36,0
wheat,maturation,18.0,43.0,6.8,31.5,129.0,21,1
rice,vegetative,19.0,47.0,6.7,28.0,100.0,-3,0
corn,maturation,15.0,36.0,6.3,38.0,54.0,28,1
wheat,flowering,17.0,41.0,6.5,33.0,121.0,-6,0
rice,maturation,21.0,51.0,6.9,25.0,141.0,19,1
corn,vegetative,13.0,31.0,6.0,42.0,66.0,9,0
wheat,maturation,19.5,44.0,6.7,30.0,88.0,23,1
rice,flowering,19.5,49.0,6.8,26.0,96.0,-9,0
corn,maturation,15.5,37.0,6.4,36.0,53.0,26,1
wheat,vegetative,16.0,39.0,6.6,35.0,116.0,4,0
rice,maturation,21.5,53.0,5.4,22.0,144.0,17,1
corn,flowering,13.5,34.0,6.1,39.0,68.0,37,0
wheat,maturation,17.5,42.0,6.8,30.5,130.0,22,1
rice,vegetative,18.5,46.0,6.7,27.0,99.0,-4,0
corn,maturation,14.5,35.0,6.3,37.0,52.0,29,1
wheat,flowering,16.5,40.0,6.5,32.0,122.0,-7,0
rice,maturation,20.5,50.0,6.9,24.0,142.0,20,1
corn,vegetative,12.5,30.0,6.0,41.0,65.0,8,0
wheat,maturation,19.0,43.0,6.7,29.0,87.0,24,1
rice,flowering,19.0,48.0,6.8,25.0,95.0,-10,0
corn,maturation,15.0,36.0,6.4,35.0,51.0,27,1
wheat,vegetative,15.5,38.0,6.6,34.0,117.0,3,0
rice,maturation,21.0,52.0,5.3,21.0,145.0,18,1
corn,flowering,13.0,33.0,6.1,38.0,67.0,38,0
wheat,maturation,17.0,41.0,6.8,29.5,131.0,23,1
rice,vegetative,18.0,45.0,6.7,26.0,98.0,-5,0
corn,maturation,14.0,34.0,6.3,36.0,50.0,30,1
wheat,flowering,16.0,39.0,6.5,31.0,123.0,-8,0
rice,maturation,20.0,49.0,6.9,23.0,143.0,21,1
corn,vegetative,12.0,29.0,6.0,40.0,64.0,7,0
wheat,maturation,18.5,42.0,6.7,28.0,86.0,25,1
rice,flowering,18.5,47.0,6.8,24.0
crop_type,growth_stage,temperature,humidity,soil_ph,soil_nutrients,market_price,days_to_harvest,harvest_now,temperature_range,humidity_range,soil_ph_range,soil_nutrients_range,market_price_range,days_to_harvest_range
rice,vegetative,28.0,70.0,6.8,44.0,118.0,90,0,high,high,neutral,moderate,high,long
corn,vegetative,25.0,60.0,6.5,60.0,80.0,60,0,medium,high,neutral,rich,low,medium
wheat,flowering,30.0,72.0,7.1,60.0,120.0,30,0,high,very high,slightly alkaline,rich,high,soon
rice,flowering,31.0,75.0,7.1,45.0,120.0,30,0,very high,very high,slightly alkaline,moderate,high,soon
corn,flowering,29.0,70.0,7.0,55.0,110.0,30,0,high,high,slightly alkaline,moderate,high,soon
wheat,maturation,26.0,62.0,6.7,40.0,80.0,4,1,high,high,neutral,poor,low,very soon
rice,maturation,31.0,75.0,7.2,60.0,130.0,7,1,very high,very high,slightly alkaline,rich,very high,very soon
corn,maturation,26.0,62.0,6.7,40.0,80.0,2,1,high,high,neutral,poor,low,very soon
